"","logFC","logCPM","PValue","FDR"
"YCL027W",-1.5676029688585,4.17115747463479,8.97958611939002e-09,1.22894099379917e-07
"YHR063C",-0.681805165650544,6.77123188447545,8.99326432846106e-09,1.22894099379917e-07
"YBL078C",-0.850237556141819,5.75751765221891,9.40348665573611e-09,1.28203757009195e-07
"YML115C",-0.662759317790451,7.30333939045445,9.58570478036726e-09,1.30387621115938e-07
"YLR414C",-0.836318332634744,8.31780845071658,9.90253047665524e-09,1.34388240436626e-07
"YOR019W",-0.931119540371378,5.86299298935879,1.01878831471421e-08,1.37944404076979e-07
"YPR091C",-0.854556998186807,7.19618783443433,1.02127580362529e-08,1.37965500686093e-07
"YIL119C",1.98764158186749,4.93651437238046,1.02637395970835e-08,1.38338376300554e-07
"YNL136W",-0.92885433195976,6.4944231691772,1.09611102885261e-08,1.46882278572327e-07
"YGL163C",-0.8066038395866,6.19835275767162,1.09691057728545e-08,1.46882278572327e-07
"YHR162W",-0.686872841880088,8.36086513908712,1.09721086917303e-08,1.46882278572327e-07
"YDL035C",-0.793623953561425,6.93542043025869,1.1142607349593e-08,1.48828008324021e-07
"YBR111C",-0.617977932815018,7.55196159592087,1.21380583712143e-08,1.61758764374944e-07
"YBR014C",-1.04518972972296,6.02444775316409,1.23602178964666e-08,1.64349234367175e-07
"YMR302C",-0.660901718379745,6.97530091851433,1.25919049375945e-08,1.67054487703468e-07
"YDR481C",0.585177352634941,7.95537681174732,1.32419477374319e-08,1.75285469267079e-07
"YKR098C",-0.885210078388163,6.48800215393514,1.35168923614892e-08,1.78525562729758e-07
"YBL041W",-0.528040428871353,8.57063638345049,1.42350698913092e-08,1.87592223935137e-07
"YNR053C",1.68644506656376,5.12305897891987,1.5126536809673e-08,1.98897151784078e-07
"YLR346C",2.21510346814621,3.06610006035375,1.53092780890716e-08,2.00853655106512e-07
"YPR026W",-0.946442059825088,6.42984721178992,1.58997431861939e-08,2.08138894762631e-07
"YLR154C",-1.0887220923916,5.07422751206876,1.66731363081924e-08,2.17781341138134e-07
"YJR116W",-0.778930300717834,6.57716122096048,1.70536758205924e-08,2.22261233106708e-07
"YJR150C",2.37411608620456,2.99684759782974,1.72286452104639e-08,2.24048118044649e-07
"YDR158W",-0.583661338911175,9.16665325080118,1.80869493025451e-08,2.34694032945525e-07
"YLR001C",-0.883089690357205,6.11061967053205,1.8379255896621e-08,2.37965114092574e-07
"YPR138C",-0.785235069235292,7.0708316407171,1.90907758469665e-08,2.46637818092797e-07
"YPL224C",-0.660046633696889,7.13958834069406,1.9762609800154e-08,2.54761137663424e-07
"YIR032C",-2.48270578337569,3.09559018939355,2.121563790307e-08,2.72897672766229e-07
"YBR071W",-0.837599794080524,6.12017084228911,2.1503670403348e-08,2.76002641597853e-07
"YOL052C-A",2.00121491464054,4.32097261107392,2.20631282756229e-08,2.82570411270262e-07
"YBR199W",-0.551798597683844,8.16332062518013,2.26429544090245e-08,2.89370110665654e-07
"YAR007C",-0.910169462219482,6.53097780287683,2.36446746603823e-08,3.01520560270436e-07
"YOR285W",-0.598801921139993,7.81736047114116,2.37015545870628e-08,3.01595910734733e-07
"YHR030C",0.538389780391986,8.13837227355948,2.58048527979167e-08,3.27655180268827e-07
"YDR003W",-0.818973645402546,6.27282795601212,2.6339040977956e-08,3.33721853247463e-07
"YDL119C",-0.986426115941439,5.35993024401342,2.70335057939629e-08,3.41789003809569e-07
"YMR071C",-0.661567766884754,7.22431764691243,2.77780389346503e-08,3.50453425109437e-07
"YER080W",-0.731302616287384,7.15298370134392,2.82690747285149e-08,3.5588960674175e-07
"YMR148W",-1.03834666495094,5.34995325071096,2.8871013247326e-08,3.62695934998785e-07
"YMR124W",-0.601400359594134,7.29177995870726,2.97228731236105e-08,3.72606441255091e-07
"YOL082W",-0.752005565408937,7.11848367455033,3.0447434733136e-08,3.80882603205002e-07
"YJR117W",-0.630963936424106,7.48747886583829,3.11678135350883e-08,3.89071630141599e-07
"YOR215C",-0.865826000477735,6.7216227728646,3.17634306442189e-08,3.95641203421328e-07
"YOL083W",-1.16410277919579,5.14752277327647,3.18278203191739e-08,3.95641203421328e-07
"YLR330W",-0.504317916393155,8.79374887252522,3.19739990359101e-08,3.96625057223229e-07
"YDR119W-A",2.20341572775179,3.30141303341909,3.23293436828756e-08,4.00193988643463e-07
"YOL129W",-0.570494513320979,7.62783960352531,3.30977375178778e-08,4.08850340069484e-07
"YER145C",-0.739693406353328,8.56097680804885,3.33138933561093e-08,4.10663139558539e-07
"YAR068W",-1.28936079430113,5.47034123845607,3.44464801809136e-08,4.23741836237975e-07
"YKL100C",-0.591765582187307,7.77349106329805,3.53077816527805e-08,4.33435983484444e-07
"YIR017C",-1.51443227107708,5.17424475597798,3.75794342003886e-08,4.60367520007659e-07
"YMR317W",-0.757795732035952,6.19753622060006,3.85305051020157e-08,4.71043385720304e-07
"YHR008C",-0.592600324617512,8.41224001568184,3.95603596609936e-08,4.82636387864122e-07
"YFR052W",-0.658594316336367,7.40919542096228,4.00086790131061e-08,4.87101550865327e-07
"YOL114C",-1.58900414597605,4.09046183586579,4.06480354025301e-08,4.93869456831151e-07
"YDL014W",0.608920480578974,9.28516636936839,4.07957258704334e-08,4.94648176179004e-07
"YGR079W",1.86118795738535,3.4123329286657,4.20824272151242e-08,5.0920597511634e-07
"YOL105C",-0.973544605277216,6.79053491863172,4.33935417203098e-08,5.23999155834843e-07
"YDR456W",-0.700527803981986,7.01027826163166,4.35923360273657e-08,5.25327601372552e-07
"YER030W",-0.75691312011961,6.74707714213619,4.42630686633783e-08,5.32326376587824e-07
"YDL197C",-0.828203550186912,6.21272429247449,4.82291319018492e-08,5.78847410675947e-07
"YPR127W",-0.712207564360329,6.3795113570195,4.84126703425173e-08,5.79874029183553e-07
"YPR023C",-0.601517430934983,7.35316054159694,4.94751522143321e-08,5.91402981115562e-07
"YGR157W",0.625092547596568,7.05090081507283,5.17151304563991e-08,6.16932312319583e-07
"YPL093W",1.3278898718968,6.57867290456943,5.19608396418553e-08,6.18616273965509e-07
"YLR095C",-0.630041388962733,6.92606893532434,5.45607028306133e-08,6.48264414957307e-07
"YNL054W-B",0.835602478958379,6.85063516301119,5.4950340717158e-08,6.51585503052954e-07
"YGR223C",-0.825173948814785,6.67891048272594,5.54616304285467e-08,6.56332934491421e-07
"YPR018W",-0.91093064103504,5.66579825098477,5.59068547253689e-08,6.60281156507001e-07
"YPR063C",-0.634065074805552,7.33547260337264,5.65563328905762e-08,6.66621158791911e-07
"YML007W",-0.592351079237162,7.60344365930563,5.68279136415025e-08,6.67792782138206e-07
"YKR057W",0.480411169621697,9.83688229215968,5.68814538106567e-08,6.67792782138206e-07
"YCL057W",-0.575313553873612,7.77983958702034,6.48377433989477e-08,7.59692926121928e-07
"YLL026W",0.9387583223023,9.67017314991625,6.52906315503216e-08,7.63487483958998e-07
"YJR027W",1.51263745383231,6.43968447595483,6.73198457351452e-08,7.85663761764998e-07
"YAL025C",1.29011144186397,5.96527538113464,6.94864493062992e-08,8.09352993199552e-07
"YDL174C",-0.631814451234855,7.83589227848848,7.16087563412903e-08,8.32434206820068e-07
"YLR313C",-1.47190443046592,4.10130408287064,7.18806204225954e-08,8.33956139295092e-07
"YPR145W",0.999301888130352,9.19920396965959,7.27659478012229e-08,8.42575563874434e-07
"YPR120C",-1.1924326365077,4.96548814904183,7.46042311973974e-08,8.62174289052735e-07
"YNL278W",-0.803099390673433,5.99339520311953,7.4910308571928e-08,8.6402396846023e-07
"YCL026C-B",-1.25571063557739,4.79773660484585,7.55868294525393e-08,8.70130875234776e-07
"YHR110W",-0.742129693308926,6.59108717181681,7.70402057564294e-08,8.85139606719986e-07
"YDL227C",1.77855486064961,3.63645807880557,7.86214312436901e-08,9.01556218350609e-07
"YPR134W",-0.936058872615094,5.39160496927545,8.1086863877156e-08,9.28028962400643e-07
"YOR114W",-1.78001557694108,4.01452119849901,8.12724112255924e-08,9.2835686722361e-07
